4/28/16,49.9
4/27/16,50.94
4/26/16,51.44
4/25/16,52.11
4/22/16,51.78
4/21/16,55.78
4/20/16,55.59
4/19/16,56.39
4/18/16,56.46
4/15/16,55.65
4/14/16,55.36
4/13/16,55.35
4/12/16,54.65
4/11/16,54.31
4/8/16,54.42
4/7/16,54.46
4/6/16,55.12
4/5/16,54.56
4/4/16,55.43
4/1/16,55.57
3/31/16,55.23
3/30/16,55.05
3/29/16,54.71
3/28/16,53.54
3/24/16,54.21
3/23/16,53.97
3/22/16,54.07
3/21/16,53.86
3/18/16,53.49
3/17/16,54.66
3/16/16,54.35
3/15/16,53.59
3/14/16,53.17
3/11/16,53.07
3/10/16,52.05
3/9/16,52.84
3/8/16,51.65
3/7/16,51.03
3/4/16,52.03
3/3/16,52.35
3/2/16,52.95
3/1/16,52.58
2/29/16,50.88
2/26/16,51.3
2/25/16,52.1
2/24/16,51.36
2/23/16,51.18
2/22/16,52.65
2/19/16,51.82
2/18/16,52.19
2/17/16,52.42
2/16/16,51.09
2/12/16,50.5
2/11/16,49.69
2/10/16,49.71
2/9/16,49.28
2/8/16,49.41
2/5/16,50.16
2/4/16,52
2/3/16,52.16
2/2/16,53
2/1/16,54.71
1/29/16,55.09
1/28/16,52.055
1/27/16,51.22
1/26/16,52.17
1/25/16,51.79
1/22/16,52.29
1/21/16,50.48
1/20/16,50.79
1/19/16,50.56
1/15/16,50.99
1/14/16,53.11
1/13/16,51.64
1/12/16,52.78
1/11/16,52.3
1/8/16,52.33
1/7/16,52.17
1/6/16,54.05
1/5/16,55.05
1/4/16,54.8
12/31/15,55.48
12/30/15,56.31
12/29/15,56.55
12/28/15,55.95
12/24/15,55.67
12/23/15,55.82
12/22/15,55.35
12/21/15,54.83
12/18/15,54.13
12/17/15,55.7
12/16/15,56.13
12/15/15,55.2
12/14/15,55.14
12/11/15,54.06
12/10/15,55.27
12/9/15,54.98
12/8/15,55.79
12/7/15,55.81
12/4/15,55.91
12/3/15,54.2
12/2/15,55.21
12/1/15,55.22
11/30/15,54.35
11/27/15,53.93
11/25/15,53.69
11/24/15,54.25
11/23/15,54.19
11/20/15,54.19
11/19/15,53.94
11/18/15,53.85
11/17/15,52.97
11/16/15,53.765
11/13/15,52.84
11/12/15,53.32
11/11/15,53.65
11/10/15,53.51
11/9/15,54.16
11/6/15,54.92
11/5/15,54.38
11/4/15,54.4
11/3/15,54.15
11/2/15,53.24
10/30/15,52.64
10/29/15,53.36
10/28/15,53.98
10/27/15,53.69
10/26/15,54.25
10/23/15,52.87
10/22/15,48.03
10/21/15,47.2
10/20/15,47.77
10/19/15,47.62
10/16/15,47.51
10/15/15,47.01
10/14/15,46.68
10/13/15,46.89
10/12/15,47
10/9/15,47.11
