4/28/16,147.07
4/27/16,150.47
4/26/16,149.08
4/25/16,148.81
4/22/16,148.5
4/21/16,149.3
4/20/16,146.11
4/19/16,144
4/18/16,152.53
4/15/16,151.72
4/14/16,151.16
4/13/16,151.23
4/12/16,149.63
4/11/16,149.25
4/8/16,149.35
4/7/16,148.25
4/6/16,150.02
4/5/16,150
4/4/16,152.07
4/1/16,152.52
3/31/16,151.45
3/30/16,148.41
3/29/16,149.33
3/28/16,148.4
3/24/16,147.95
3/23/16,145.4
3/22/16,148.1
3/21/16,148.63
3/18/16,147.09
3/17/16,147.04
3/16/16,144.79
3/15/16,142.96
3/14/16,142.78
3/11/16,142.36
3/10/16,140.19
3/9/16,140.41
3/8/16,139.07
3/7/16,140.15
3/4/16,137.8
3/3/16,137.8
3/2/16,136.3
3/1/16,134.37
2/29/16,131.03
2/26/16,132.03
2/25/16,134.5
2/24/16,132.8
2/23/16,132.4
2/22/16,133.77
2/19/16,133.08
2/18/16,132.45
2/17/16,126.1
2/16/16,122.74
2/12/16,121.04
2/11/16,117.85
2/10/16,120.19
2/9/16,124.07
2/8/16,126.98
2/5/16,128.57
2/4/16,127.65
2/3/16,124.72
2/2/16,122.94
2/1/16,124.83
1/29/16,124.79
1/28/16,122.22
1/27/16,120.96
1/26/16,122.59
1/25/16,122.08
1/22/16,122.5
1/21/16,122.91
1/20/16,121.86
1/19/16,128.11
1/15/16,130.03
1/14/16,132.91
1/13/16,131.17
1/12/16,132.9
1/11/16,133.23
1/8/16,131.63
1/7/16,132.86
1/6/16,135.17
1/5/16,135.85
1/4/16,135.95
12/31/15,137.62
12/30/15,139.34
12/29/15,139.78
12/28/15,137.61
12/24/15,138.25
12/23/15,138.54
12/22/15,137.93
12/21/15,135.5
12/18/15,134.9
12/17/15,136.75
12/16/15,139.29
12/15/15,137.79
12/14/15,135.93
12/11/15,134.57
12/10/15,136.78
12/9/15,136.61
12/8/15,138.05
12/7/15,139.55
12/4/15,140.43
12/3/15,138.92
12/2/15,139.7
12/1/15,141.28
11/30/15,139.42
11/27/15,138.46
11/25/15,138
11/24/15,138.6
11/23/15,138.46
11/20/15,138.5
11/19/15,136.74
11/18/15,135.82
11/17/15,133.82
11/16/15,133.71
11/13/15,131.75
11/12/15,133.04
11/11/15,135.02
11/10/15,135.47
11/9/15,135.31
11/6/15,138.25
11/5/15,139.89
